epoch,train_loss,train_acc,val_loss,val_acc,epoch_time
1,2.027891437564276,0.2079646017699115,2.026203174894353,0.19081272084805653,124.76526689529419
2,1.8416971506270687,0.2557522123893805,1.7002751123778812,0.3250883392226148,53.58899140357971
3,1.7182849546449375,0.2982300884955752,1.7965315555093988,0.3462897526501767,51.865967750549316
4,1.650793226630287,0.3566371681415929,1.657688316523818,0.3321554770318021,55.54356622695923
5,1.5409366601336318,0.363716814159292,1.5053779008952972,0.4452296819787986,57.76167154312134
6,1.5789559653375,0.36283185840707965,1.5511754233087331,0.4134275618374558,59.03362703323364
7,1.4897066314663507,0.4230088495575221,1.397836097558901,0.44876325088339225,59.80648732185364
8,1.4042359942883518,0.44601769911504424,1.4928231715313538,0.43462897526501765,62.51762366294861
9,1.4675869521841538,0.42389380530973453,1.5513330946541506,0.38869257950530034,60.06120300292969
10,1.4076471278097777,0.42035398230088494,1.3919803767659218,0.4628975265017668,59.91674447059631
11,1.292746611401043,0.48584070796460177,1.5087022044212153,0.40636042402826855,127.25612998008728
12,1.3074108825320692,0.4911504424778761,1.3462086878058768,0.45229681978798586,265.11979699134827
13,1.2353129670155787,0.5292035398230088,1.4771304353808345,0.4134275618374558,266.2342782020569
14,1.167322077054893,0.5442477876106194,1.383240243782003,0.4876325088339223,267.4301989078522
15,1.1739719251088336,0.5203539823008849,1.4330427575027143,0.47703180212014135,262.30538630485535
16,1.1490121619627538,0.5557522123893806,1.3355688301076316,0.4734982332155477,265.16622495651245
17,1.08940512021031,0.588495575221239,1.7470055768009631,0.4028268551236749,263.9241271018982
18,1.0789964131549397,0.6008849557522123,1.2113952173361087,0.519434628975265,264.3258762359619
19,1.0101162047512764,0.6132743362831858,1.3797758981954082,0.4664310954063604,268.02421712875366
20,0.891823243250889,0.6530973451327433,1.3144098703515825,0.5547703180212014,265.41976284980774
